Time,Energy (kWh),Power (kW),Transmission fee block,
28. 4. 2024 09:00:00,7.5250,30.1000,3,
28. 4. 2024 09:15:00,7.9000,31.6000,3,
28. 4. 2024 09:30:00,7.9000,31.6000,3,
28. 4. 2024 09:45:00,7.4250,29.7000,3,
28. 4. 2024 10:00:00,7.6250,30.5000,3,
28. 4. 2024 10:15:00,7.9500,31.8000,3,
28. 4. 2024 10:30:00,8.1500,32.6000,3,
28. 4. 2024 10:45:00,7.6750,30.7000,3,
28. 4. 2024 11:00:00,7.6000,30.4000,3,
28. 4. 2024 11:15:00,8.2500,33.0000,3,
28. 4. 2024 11:30:00,7.9250,31.7000,3,
28. 4. 2024 11:45:00,7.7750,31.1000,3,
28. 4. 2024 12:00:00,7.8250,31.3000,3,
28. 4. 2024 12:15:00,8.1250,32.5000,3,
28. 4. 2024 12:30:00,7.9750,31.9000,3,
28. 4. 2024 12:45:00,7.9750,31.9000,3,
28. 4. 2024 13:00:00,8.0500,32.2000,3,
28. 4. 2024 13:15:00,8.5500,34.2000,3,
28. 4. 2024 13:30:00,7.9000,31.6000,3,
28. 4. 2024 13:45:00,8.0000,32.0000,3,
28. 4. 2024 14:00:00,7.9000,31.6000,3,
28. 4. 2024 14:15:00,8.2750,33.1000,4,
28. 4. 2024 14:30:00,7.9500,31.8000,4,
28. 4. 2024 14:45:00,7.6500,30.6000,4,
28. 4. 2024 15:00:00,7.3750,29.5000,4,
28. 4. 2024 15:15:00,7.7750,31.1000,4,
28. 4. 2024 15:30:00,7.8000,31.2000,4,
28. 4. 2024 15:45:00,7.3500,29.4000,4,
28. 4. 2024 16:00:00,7.4000,29.6000,4,
28. 4. 2024 16:15:00,8.1250,32.5000,3,
28. 4. 2024 16:30:00,7.5250,30.1000,3,
28. 4. 2024 16:45:00,7.0750,28.3000,3,
28. 4. 2024 17:00:00,7.3750,29.5000,3,
28. 4. 2024 17:15:00,7.8000,31.2000,3,
28. 4. 2024 17:30:00,7.4750,29.9000,3,
28. 4. 2024 17:45:00,7.3000,29.2000,3,
28. 4. 2024 18:00:00,7.2000,28.8000,3,
28. 4. 2024 18:15:00,7.9250,31.7000,3,
28. 4. 2024 18:30:00,7.6500,30.6000,3,
28. 4. 2024 18:45:00,7.5000,30.0000,3,
28. 4. 2024 19:00:00,7.7000,30.8000,3,
28. 4. 2024 19:15:00,7.8500,31.4000,3,
28. 4. 2024 19:30:00,7.6000,30.4000,3,
28. 4. 2024 19:45:00,7.7250,30.9000,3,
28. 4. 2024 20:00:00,7.5000,30.0000,3,
28. 4. 2024 20:15:00,7.8750,31.5000,4,
28. 4. 2024 20:30:00,7.7500,31.0000,4,
28. 4. 2024 20:45:00,7.3750,29.5000,4,
28. 4. 2024 21:00:00,7.3500,29.4000,4,
28. 4. 2024 21:15:00,7.8000,31.2000,4,
28. 4. 2024 21:30:00,7.6750,30.7000,4,
28. 4. 2024 21:45:00,7.3000,29.2000,4,
28. 4. 2024 22:00:00,7.4000,29.6000,4,
28. 4. 2024 22:15:00,7.7500,31.0000,5,
28. 4. 2024 22:30:00,7.4250,29.7000,5,
28. 4. 2024 22:45:00,7.3000,29.2000,5,
28. 4. 2024 23:00:00,7.3750,29.5000,5,
28. 4. 2024 23:15:00,7.4500,29.8000,5,
28. 4. 2024 23:30:00,7.4250,29.7000,5,
28. 4. 2024 23:45:00,7.4000,29.6000,5,
29. 4. 2024 00:00:00,7.3750,29.5000,5,
29. 4. 2024 00:15:00,7.4750,29.9000,4,
29. 4. 2024 00:30:00,7.4750,29.9000,4,
29. 4. 2024 00:45:00,7.5000,30.0000,4,
29. 4. 2024 01:00:00,7.5000,30.0000,4,
29. 4. 2024 01:15:00,7.3500,29.4000,4,
29. 4. 2024 01:30:00,7.2750,29.1000,4,
29. 4. 2024 01:45:00,7.7250,30.9000,4,
29. 4. 2024 02:00:00,7.4000,29.6000,4,
29. 4. 2024 02:15:00,7.1500,28.6000,4,
29. 4. 2024 02:30:00,7.1500,28.6000,4,
29. 4. 2024 02:45:00,7.3250,29.3000,4,
29. 4. 2024 03:00:00,6.9750,27.9000,4,
29. 4. 2024 03:15:00,6.9250,27.7000,4,
29. 4. 2024 03:30:00,7.0750,28.3000,4,
29. 4. 2024 03:45:00,6.9250,27.7000,4,
29. 4. 2024 04:00:00,7.0000,28.0000,4,
29. 4. 2024 04:15:00,7.4250,29.7000,4,
29. 4. 2024 04:30:00,7.2250,28.9000,4,
29. 4. 2024 04:45:00,7.2250,28.9000,4,
29. 4. 2024 05:00:00,7.9000,31.6000,4,
29. 4. 2024 05:15:00,10.8250,43.3000,4,
