Time,Energy (kWh),Power (kW),Transmission fee block,
18. 8. 2024 07:45:00,29.9500,119.8000,3,
18. 8. 2024 08:00:00,25.1750,100.7000,3,
18. 8. 2024 08:15:00,24.7000,98.8000,3,
18. 8. 2024 08:30:00,30.2000,120.8000,3,
18. 8. 2024 08:45:00,24.9250,99.7000,3,
18. 8. 2024 09:00:00,25.1250,100.5000,3,
18. 8. 2024 09:15:00,28.6250,114.5000,3,
18. 8. 2024 09:30:00,27.6250,110.5000,3,
18. 8. 2024 09:45:00,25.9750,103.9000,3,
18. 8. 2024 10:00:00,29.1250,116.5000,3,
18. 8. 2024 10:15:00,27.7250,110.9000,3,
18. 8. 2024 10:30:00,25.8750,103.5000,3,
18. 8. 2024 10:45:00,30.4250,121.7000,3,
18. 8. 2024 11:00:00,27.0750,108.3000,3,
18. 8. 2024 11:15:00,25.6000,102.4000,3,
18. 8. 2024 11:30:00,32.9750,131.9000,3,
18. 8. 2024 11:45:00,26.7500,107.0000,3,
18. 8. 2024 12:00:00,28.5500,114.2000,3,
18. 8. 2024 12:15:00,30.8250,123.3000,3,
18. 8. 2024 12:30:00,26.7000,106.8000,3,
18. 8. 2024 12:45:00,31.2500,125.0000,3,
18. 8. 2024 13:00:00,27.7750,111.1000,3,
18. 8. 2024 13:15:00,27.0750,108.3000,3,
18. 8. 2024 13:30:00,32.9250,131.7000,3,
18. 8. 2024 13:45:00,25.6750,102.7000,3,
18. 8. 2024 14:00:00,25.8000,103.2000,3,
18. 8. 2024 14:15:00,30.9500,123.8000,4,
18. 8. 2024 14:30:00,25.7250,102.9000,4,
18. 8. 2024 14:45:00,25.8000,103.2000,4,
18. 8. 2024 15:00:00,32.7750,131.1000,4,
18. 8. 2024 15:15:00,29.4750,117.9000,4,
18. 8. 2024 15:30:00,30.4750,121.9000,4,
18. 8. 2024 15:45:00,30.2250,120.9000,4,
18. 8. 2024 16:00:00,29.9750,119.9000,4,
18. 8. 2024 16:15:00,29.8500,119.4000,3,
18. 8. 2024 16:30:00,30.0750,120.3000,3,
18. 8. 2024 16:45:00,30.1750,120.7000,3,
18. 8. 2024 17:00:00,22.8750,91.5000,3,
18. 8. 2024 17:15:00,29.6750,118.7000,3,
18. 8. 2024 17:30:00,27.1750,108.7000,3,
18. 8. 2024 17:45:00,25.3750,101.5000,3,
18. 8. 2024 18:00:00,31.1500,124.6000,3,
18. 8. 2024 18:15:00,25.0750,100.3000,3,
18. 8. 2024 18:30:00,25.5500,102.2000,3,
18. 8. 2024 18:45:00,30.3250,121.3000,3,
18. 8. 2024 19:00:00,25.2750,101.1000,3,
18. 8. 2024 19:15:00,26.4750,105.9000,3,
18. 8. 2024 19:30:00,29.5500,118.2000,3,
18. 8. 2024 19:45:00,25.1000,100.4000,3,
18. 8. 2024 20:00:00,28.0500,112.2000,3,
18. 8. 2024 20:15:00,27.7750,111.1000,4,
18. 8. 2024 20:30:00,25.2750,101.1000,4,
18. 8. 2024 20:45:00,25.3000,101.2000,4,
18. 8. 2024 21:00:00,32.3750,129.5000,4,
18. 8. 2024 21:15:00,29.6250,118.5000,4,
18. 8. 2024 21:30:00,29.8000,119.2000,4,
18. 8. 2024 21:45:00,26.3000,105.2000,4,
18. 8. 2024 22:00:00,24.2500,97.0000,4,
18. 8. 2024 22:15:00,30.2500,121.0000,5,
18. 8. 2024 22:30:00,25.3250,101.3000,5,
18. 8. 2024 22:45:00,25.2000,100.8000,5,
18. 8. 2024 23:00:00,27.1750,108.7000,5,
18. 8. 2024 23:15:00,28.0000,112.0000,5,
18. 8. 2024 23:30:00,25.4500,101.8000,5,
18. 8. 2024 23:45:00,25.4000,101.6000,5,
19. 8. 2024 00:00:00,30.0500,120.2000,5,
19. 8. 2024 00:15:00,24.6500,98.6000,4,
19. 8. 2024 00:30:00,25.0250,100.1000,4,
19. 8. 2024 00:45:00,26.2250,104.9000,4,
19. 8. 2024 01:00:00,28.7000,114.8000,4,
19. 8. 2024 01:15:00,24.9000,99.6000,4,
19. 8. 2024 01:30:00,25.1000,100.4000,4,
19. 8. 2024 01:45:00,25.1250,100.5000,4,
19. 8. 2024 02:00:00,31.5750,126.3000,4,
19. 8. 2024 02:15:00,28.5750,114.3000,4,
19. 8. 2024 02:30:00,28.5000,114.0000,4,
19. 8. 2024 02:45:00,22.5250,90.1000,4,
19. 8. 2024 03:00:00,29.2500,117.0000,4,
19. 8. 2024 03:15:00,29.3250,117.3000,4,
19. 8. 2024 03:30:00,29.7000,118.8000,4,
19. 8. 2024 03:45:00,22.8750,91.5000,4,
19. 8. 2024 04:00:00,24.6750,98.7000,4,
19. 8. 2024 04:15:00,25.0250,100.1000,4,
19. 8. 2024 04:30:00,28.8500,115.4000,4,
19. 8. 2024 04:45:00,31.1500,124.6000,4,
19. 8. 2024 05:00:00,29.2250,116.9000,4,
19. 8. 2024 05:15:00,31.6000,126.4000,4,
19. 8. 2024 05:30:00,33.3500,133.4000,4,
19. 8. 2024 05:45:00,29.0500,116.2000,4,
19. 8. 2024 06:00:00,29.4500,117.8000,4,
19. 8. 2024 06:15:00,34.2500,137.0000,3,
19. 8. 2024 06:30:00,35.9750,143.9000,3,
19. 8. 2024 06:45:00,37.8500,151.4000,3,
19. 8. 2024 07:00:00,31.3500,125.4000,3,
19. 8. 2024 07:15:00,47.3750,189.5000,2,
19. 8. 2024 07:30:00,51.1250,204.5000,2,
19. 8. 2024 07:45:00,47.5750,190.3000,2,
19. 8. 2024 08:00:00,47.1500,188.6000,2,
19. 8. 2024 08:15:00,45.9500,183.8000,2,
19. 8. 2024 08:30:00,57.7750,231.1000,2,
19. 8. 2024 08:45:00,71.5250,286.1000,2,
19. 8. 2024 09:00:00,72.8000,291.2000,2,
19. 8. 2024 09:15:00,72.0000,288.0000,2,
19. 8. 2024 09:30:00,73.6000,294.4000,2,
19. 8. 2024 09:45:00,73.1500,292.6000,2,
19. 8. 2024 10:00:00,70.7250,282.9000,2,
19. 8. 2024 10:15:00,70.7250,282.9000,2,
19. 8. 2024 10:30:00,62.9500,251.8000,2,
19. 8. 2024 10:45:00,65.8500,263.4000,2,
19. 8. 2024 11:00:00,74.3500,297.4000,2,
19. 8. 2024 11:15:00,71.0750,284.3000,2,
19. 8. 2024 11:30:00,72.2000,288.8000,2,
19. 8. 2024 11:45:00,72.1750,288.7000,2,
19. 8. 2024 12:00:00,72.2750,289.1000,2,
19. 8. 2024 12:15:00,72.5500,290.2000,2,
19. 8. 2024 12:30:00,73.9500,295.8000,2,
19. 8. 2024 12:45:00,74.6000,298.4000,2,
19. 8. 2024 13:00:00,71.7500,287.0000,2,
19. 8. 2024 13:15:00,74.1750,296.7000,2,
19. 8. 2024 13:30:00,73.6250,294.5000,2,
19. 8. 2024 13:45:00,72.7000,290.8000,2,
19. 8. 2024 14:00:00,72.2250,288.9000,2,
19. 8. 2024 14:15:00,72.3250,289.3000,3,
19. 8. 2024 14:30:00,73.0000,292.0000,3,
19. 8. 2024 14:45:00,73.3750,293.5000,3,
19. 8. 2024 15:00:00,75.2750,301.1000,3,
19. 8. 2024 15:15:00,73.6750,294.7000,3,
19. 8. 2024 15:30:00,74.1250,296.5000,3,
19. 8. 2024 15:45:00,71.9750,287.9000,3,
19. 8. 2024 16:00:00,71.8000,287.2000,3,
19. 8. 2024 16:15:00,71.3750,285.5000,2,
19. 8. 2024 16:30:00,70.7000,282.8000,2,
19. 8. 2024 16:45:00,71.8250,287.3000,2,
19. 8. 2024 17:00:00,71.6500,286.6000,2,
19. 8. 2024 17:15:00,71.5000,286.0000,2,
19. 8. 2024 17:30:00,71.0750,284.3000,2,
19. 8. 2024 17:45:00,71.0750,284.3000,2,
19. 8. 2024 18:00:00,70.7750,283.1000,2,
19. 8. 2024 18:15:00,71.1750,284.7000,2,
19. 8. 2024 18:30:00,70.6500,282.6000,2,
19. 8. 2024 18:45:00,71.1250,284.5000,2,
19. 8. 2024 19:00:00,69.3250,277.3000,2,
19. 8. 2024 19:15:00,67.9750,271.9000,2,
19. 8. 2024 19:30:00,67.2000,268.8000,2,
19. 8. 2024 19:45:00,66.6750,266.7000,2,
19. 8. 2024 20:00:00,67.3000,269.2000,2,
19. 8. 2024 20:15:00,67.9750,271.9000,3,
19. 8. 2024 20:30:00,65.0500,260.2000,3,
19. 8. 2024 20:45:00,46.9250,187.7000,3,
19. 8. 2024 21:00:00,46.5250,186.1000,3,
19. 8. 2024 21:15:00,46.6500,186.6000,3,
19. 8. 2024 21:30:00,46.5250,186.1000,3,
19. 8. 2024 21:45:00,36.4500,145.8000,3,
19. 8. 2024 22:00:00,28.8000,115.2000,3,
19. 8. 2024 22:15:00,34.0000,136.0000,4,
19. 8. 2024 22:30:00,33.9250,135.7000,4,
19. 8. 2024 22:45:00,31.1500,124.6000,4,
19. 8. 2024 23:00:00,32.6000,130.4000,4,
19. 8. 2024 23:15:00,33.8500,135.4000,4,
19. 8. 2024 23:30:00,30.4500,121.8000,4,
19. 8. 2024 23:45:00,29.9000,119.6000,4,
20. 8. 2024 00:00:00,34.0750,136.3000,4,
20. 8. 2024 00:15:00,28.9250,115.7000,4,
20. 8. 2024 00:30:00,28.5000,114.0000,4,
20. 8. 2024 00:45:00,28.8250,115.3000,4,
20. 8. 2024 01:00:00,28.7250,114.9000,4,
20. 8. 2024 01:15:00,34.8250,139.3000,4,
20. 8. 2024 01:30:00,32.8750,131.5000,4,
20. 8. 2024 01:45:00,25.9750,103.9000,4,
20. 8. 2024 02:00:00,31.7750,127.1000,4,
20. 8. 2024 02:15:00,32.5500,130.2000,4,
20. 8. 2024 02:30:00,31.4500,125.8000,4,
20. 8. 2024 02:45:00,23.7250,94.9000,4,
20. 8. 2024 03:00:00,31.2750,125.1000,4,
20. 8. 2024 03:15:00,32.1250,128.5000,4,
20. 8. 2024 03:30:00,26.2750,105.1000,4,
20. 8. 2024 03:45:00,26.6500,106.6000,4,
20. 8. 2024 04:00:00,26.8750,107.5000,4,
20. 8. 2024 04:15:00,26.9500,107.8000,4,
20. 8. 2024 04:30:00,30.9500,123.8000,4,
20. 8. 2024 04:45:00,26.7000,106.8000,4,
20. 8. 2024 05:00:00,26.7750,107.1000,4,
20. 8. 2024 05:15:00,28.5500,114.2000,4,
20. 8. 2024 05:30:00,30.6250,122.5000,4,
20. 8. 2024 05:45:00,29.4000,117.6000,4,
20. 8. 2024 06:00:00,28.0250,112.1000,4,
20. 8. 2024 06:15:00,29.1750,116.7000,3,
20. 8. 2024 06:30:00,28.9000,115.6000,3,
20. 8. 2024 06:45:00,29.9000,119.6000,3,
20. 8. 2024 07:00:00,27.7750,111.1000,3,
20. 8. 2024 07:15:00,46.1250,184.5000,2,
20. 8. 2024 07:30:00,61.3500,245.4000,2,
20. 8. 2024 07:45:00,62.3000,249.2000,2,
20. 8. 2024 08:00:00,61.7750,247.1000,2,
20. 8. 2024 08:15:00,55.0000,220.0000,2,
20. 8. 2024 08:30:00,68.8250,275.3000,2,
20. 8. 2024 08:45:00,69.9500,279.8000,2,
20. 8. 2024 09:00:00,66.2500,265.0000,2,
20. 8. 2024 09:15:00,65.9750,263.9000,2,
20. 8. 2024 09:30:00,64.8750,259.5000,2,
20. 8. 2024 09:45:00,65.3250,261.3000,2,
20. 8. 2024 10:00:00,64.8000,259.2000,2,
20. 8. 2024 10:15:00,64.8250,259.3000,2,
20. 8. 2024 10:30:00,67.2500,269.0000,2,
20. 8. 2024 10:45:00,66.4500,265.8000,2,
20. 8. 2024 11:00:00,66.9500,267.8000,2,
20. 8. 2024 11:15:00,72.3750,289.5000,2,
20. 8. 2024 11:30:00,71.5000,286.0000,2,
20. 8. 2024 11:45:00,71.9250,287.7000,2,
20. 8. 2024 12:00:00,72.6250,290.5000,2,
20. 8. 2024 12:15:00,73.2250,292.9000,2,
20. 8. 2024 12:30:00,73.2250,292.9000,2,
20. 8. 2024 12:45:00,73.3500,293.4000,2,
20. 8. 2024 13:00:00,75.5500,302.2000,2,
20. 8. 2024 13:15:00,75.9750,303.9000,2,
20. 8. 2024 13:30:00,72.3000,289.2000,2,
20. 8. 2024 13:45:00,74.0250,296.1000,2,
20. 8. 2024 14:00:00,75.0250,300.1000,2,
20. 8. 2024 14:15:00,75.1750,300.7000,3,
20. 8. 2024 14:30:00,73.7750,295.1000,3,
20. 8. 2024 14:45:00,75.2750,301.1000,3,
20. 8. 2024 15:00:00,74.8750,299.5000,3,
20. 8. 2024 15:15:00,72.8250,291.3000,3,
20. 8. 2024 15:30:00,72.5500,290.2000,3,
20. 8. 2024 15:45:00,72.3000,289.2000,3,
20. 8. 2024 16:00:00,72.1750,288.7000,3,
20. 8. 2024 16:15:00,72.8250,291.3000,2,
20. 8. 2024 16:30:00,71.5000,286.0000,2,
20. 8. 2024 16:45:00,72.2000,288.8000,2,
20. 8. 2024 17:00:00,71.7250,286.9000,2,
20. 8. 2024 17:15:00,71.9000,287.6000,2,
20. 8. 2024 17:30:00,70.1250,280.5000,2,
20. 8. 2024 17:45:00,69.9500,279.8000,2,
20. 8. 2024 18:00:00,70.7000,282.8000,2,
20. 8. 2024 18:15:00,71.7250,286.9000,2,
20. 8. 2024 18:30:00,70.8500,283.4000,2,
20. 8. 2024 18:45:00,70.1000,280.4000,2,
20. 8. 2024 19:00:00,69.9000,279.6000,2,
20. 8. 2024 19:15:00,59.7500,239.0000,2,
20. 8. 2024 19:30:00,67.6000,270.4000,2,
20. 8. 2024 19:45:00,64.6000,258.4000,2,
20. 8. 2024 20:00:00,59.2500,237.0000,2,
20. 8. 2024 20:15:00,66.0250,264.1000,3,
20. 8. 2024 20:30:00,55.2250,220.9000,3,
20. 8. 2024 20:45:00,44.2250,176.9000,3,
20. 8. 2024 21:00:00,44.4500,177.8000,3,
20. 8. 2024 21:15:00,37.1750,148.7000,3,
20. 8. 2024 21:30:00,44.9000,179.6000,3,
20. 8. 2024 21:45:00,28.5500,114.2000,3,
20. 8. 2024 22:00:00,30.8250,123.3000,3,
20. 8. 2024 22:15:00,33.5750,134.3000,4,
20. 8. 2024 22:30:00,25.4000,101.6000,4,
20. 8. 2024 22:45:00,33.3000,133.2000,4,
20. 8. 2024 23:00:00,26.1500,104.6000,4,
20. 8. 2024 23:15:00,29.3000,117.2000,4,
20. 8. 2024 23:30:00,30.0250,120.1000,4,
20. 8. 2024 23:45:00,23.9000,95.6000,4,
21. 8. 2024 00:00:00,27.3250,109.3000,4,
21. 8. 2024 00:15:00,26.9250,107.7000,4,
21. 8. 2024 00:30:00,27.0000,108.0000,4,
21. 8. 2024 00:45:00,26.9500,107.8000,4,
21. 8. 2024 01:00:00,26.5000,106.0000,4,
21. 8. 2024 01:15:00,26.2500,105.0000,4,
21. 8. 2024 01:30:00,26.4750,105.9000,4,
21. 8. 2024 01:45:00,25.6500,102.6000,4,
21. 8. 2024 02:00:00,24.0500,96.2000,4,
21. 8. 2024 02:15:00,24.0000,96.0000,4,
21. 8. 2024 02:30:00,24.3500,97.4000,4,
21. 8. 2024 02:45:00,24.5250,98.1000,4,
21. 8. 2024 03:00:00,24.3750,97.5000,4,
21. 8. 2024 03:15:00,24.2750,97.1000,4,
21. 8. 2024 03:30:00,24.6500,98.6000,4,
21. 8. 2024 03:45:00,24.6250,98.5000,4,
21. 8. 2024 04:00:00,23.9250,95.7000,4,
21. 8. 2024 04:15:00,23.9750,95.9000,4,
21. 8. 2024 04:30:00,24.2250,96.9000,4,
21. 8. 2024 04:45:00,24.5250,98.1000,4,
21. 8. 2024 05:00:00,23.9000,95.6000,4,
21. 8. 2024 05:15:00,26.4750,105.9000,4,
21. 8. 2024 05:30:00,28.1750,112.7000,4,
21. 8. 2024 05:45:00,27.8750,111.5000,4,
21. 8. 2024 06:00:00,27.9250,111.7000,4,
21. 8. 2024 06:15:00,28.4750,113.9000,3,
21. 8. 2024 06:30:00,29.6250,118.5000,3,
21. 8. 2024 06:45:00,27.0750,108.3000,3,
21. 8. 2024 07:00:00,29.8250,119.3000,3,
21. 8. 2024 07:15:00,44.9250,179.7000,2,
21. 8. 2024 07:30:00,45.1750,180.7000,2,
21. 8. 2024 07:45:00,47.3750,189.5000,2,
21. 8. 2024 08:00:00,46.8000,187.2000,2,
21. 8. 2024 08:15:00,51.1500,204.6000,2,
21. 8. 2024 08:30:00,51.1500,204.6000,2,
21. 8. 2024 08:45:00,70.7250,282.9000,2,
21. 8. 2024 09:00:00,59.3750,237.5000,2,
21. 8. 2024 09:15:00,71.9250,287.7000,2,
21. 8. 2024 09:30:00,65.4750,261.9000,2,
21. 8. 2024 09:45:00,66.9750,267.9000,2,
21. 8. 2024 10:00:00,70.3500,281.4000,2,
21. 8. 2024 10:15:00,71.2250,284.9000,2,
21. 8. 2024 10:30:00,72.2750,289.1000,2,
21. 8. 2024 10:45:00,71.3500,285.4000,2,
21. 8. 2024 11:00:00,73.0000,292.0000,2,
21. 8. 2024 11:15:00,73.6250,294.5000,2,
21. 8. 2024 11:30:00,75.3500,301.4000,2,
21. 8. 2024 11:45:00,73.7500,295.0000,2,
21. 8. 2024 12:00:00,74.2250,296.9000,2,
21. 8. 2024 12:15:00,75.4750,301.9000,2,
21. 8. 2024 12:30:00,76.0250,304.1000,2,
21. 8. 2024 12:45:00,74.6750,298.7000,2,
21. 8. 2024 13:00:00,76.4750,305.9000,2,
21. 8. 2024 13:15:00,75.8500,303.4000,2,
21. 8. 2024 13:30:00,75.4500,301.8000,2,
21. 8. 2024 13:45:00,75.8750,303.5000,2,
21. 8. 2024 14:00:00,74.6000,298.4000,2,
21. 8. 2024 14:15:00,74.6000,298.4000,3,
21. 8. 2024 14:30:00,75.1750,300.7000,3,
21. 8. 2024 14:45:00,74.9000,299.6000,3,
21. 8. 2024 15:00:00,72.8500,291.4000,3,
21. 8. 2024 15:15:00,73.8750,295.5000,3,
21. 8. 2024 15:30:00,72.4500,289.8000,3,
21. 8. 2024 15:45:00,71.5750,286.3000,3,
21. 8. 2024 16:00:00,69.8500,279.4000,3,
21. 8. 2024 16:15:00,72.1250,288.5000,2,
21. 8. 2024 16:30:00,72.4250,289.7000,2,
21. 8. 2024 16:45:00,71.5750,286.3000,2,
21. 8. 2024 17:00:00,74.3250,297.3000,2,
21. 8. 2024 17:15:00,73.7000,294.8000,2,
21. 8. 2024 17:30:00,72.1500,288.6000,2,
21. 8. 2024 17:45:00,69.6250,278.5000,2,
21. 8. 2024 18:00:00,69.8250,279.3000,2,
21. 8. 2024 18:15:00,69.6750,278.7000,2,
21. 8. 2024 18:30:00,70.0750,280.3000,2,
21. 8. 2024 18:45:00,68.1000,272.4000,2,
21. 8. 2024 19:00:00,67.3750,269.5000,2,
21. 8. 2024 19:15:00,67.5250,270.1000,2,
21. 8. 2024 19:30:00,66.5000,266.0000,2,
21. 8. 2024 19:45:00,64.9000,259.6000,2,
21. 8. 2024 20:00:00,64.1500,256.6000,2,
21. 8. 2024 20:15:00,59.9500,239.8000,3,
21. 8. 2024 20:30:00,61.4250,245.7000,3,
21. 8. 2024 20:45:00,45.2750,181.1000,3,
21. 8. 2024 21:00:00,41.9250,167.7000,3,
21. 8. 2024 21:15:00,42.0500,168.2000,3,
21. 8. 2024 21:30:00,46.7750,187.1000,3,
21. 8. 2024 21:45:00,30.9000,123.6000,3,
21. 8. 2024 22:00:00,30.8500,123.4000,3,
21. 8. 2024 22:15:00,32.9250,131.7000,4,
21. 8. 2024 22:30:00,33.8500,135.4000,4,
21. 8. 2024 22:45:00,30.0500,120.2000,4,
21. 8. 2024 23:00:00,30.2500,121.0000,4,
21. 8. 2024 23:15:00,33.4500,133.8000,4,
21. 8. 2024 23:30:00,31.7500,127.0000,4,
21. 8. 2024 23:45:00,29.3250,117.3000,4,
22. 8. 2024 00:00:00,28.9500,115.8000,4,
22. 8. 2024 00:15:00,31.0500,124.2000,4,
22. 8. 2024 00:30:00,29.8500,119.4000,4,
22. 8. 2024 00:45:00,27.8500,111.4000,4,
22. 8. 2024 01:00:00,27.8500,111.4000,4,
22. 8. 2024 01:15:00,27.7500,111.0000,4,
22. 8. 2024 01:30:00,31.4500,125.8000,4,
22. 8. 2024 01:45:00,28.9000,115.6000,4,
22. 8. 2024 02:00:00,27.2500,109.0000,4,
22. 8. 2024 02:15:00,26.9750,107.9000,4,
22. 8. 2024 02:30:00,29.6000,118.4000,4,
22. 8. 2024 02:45:00,25.3000,101.2000,4,
22. 8. 2024 03:00:00,24.9750,99.9000,4,
22. 8. 2024 03:15:00,25.3000,101.2000,4,
22. 8. 2024 03:30:00,25.4250,101.7000,4,
22. 8. 2024 03:45:00,25.0000,100.0000,4,
22. 8. 2024 04:00:00,24.6000,98.4000,4,
22. 8. 2024 04:15:00,25.2500,101.0000,4,
22. 8. 2024 04:30:00,25.4000,101.6000,4,
22. 8. 2024 04:45:00,25.0500,100.2000,4,
22. 8. 2024 05:00:00,24.9000,99.6000,4,
22. 8. 2024 05:15:00,24.9500,99.8000,4,
22. 8. 2024 05:30:00,25.6500,102.6000,4,
22. 8. 2024 05:45:00,25.0750,100.3000,4,
22. 8. 2024 06:00:00,27.6250,110.5000,4,
22. 8. 2024 06:15:00,28.8500,115.4000,3,
22. 8. 2024 06:30:00,29.8750,119.5000,3,
22. 8. 2024 06:45:00,31.5500,126.2000,3,
22. 8. 2024 07:00:00,33.5500,134.2000,3,
22. 8. 2024 07:15:00,49.9750,199.9000,2,
22. 8. 2024 07:30:00,50.4500,201.8000,2,
22. 8. 2024 07:45:00,49.7000,198.8000,2,
22. 8. 2024 08:00:00,49.4250,197.7000,2,
22. 8. 2024 08:15:00,41.9000,167.6000,2,
22. 8. 2024 08:30:00,43.4750,173.9000,2,
22. 8. 2024 08:45:00,68.3750,273.5000,2,
22. 8. 2024 09:00:00,76.7750,307.1000,2,
22. 8. 2024 09:15:00,72.4750,289.9000,2,
22. 8. 2024 09:30:00,71.9500,287.8000,2,
22. 8. 2024 09:45:00,72.4500,289.8000,2,
22. 8. 2024 10:00:00,70.6500,282.6000,2,
22. 8. 2024 10:15:00,72.8750,291.5000,2,
22. 8. 2024 10:30:00,71.6500,286.6000,2,
22. 8. 2024 10:45:00,72.4250,289.7000,2,
22. 8. 2024 11:00:00,72.7250,290.9000,2,
22. 8. 2024 11:15:00,72.2750,289.1000,2,
22. 8. 2024 11:30:00,71.5750,286.3000,2,
22. 8. 2024 11:45:00,72.5250,290.1000,2,
22. 8. 2024 12:00:00,71.9750,287.9000,2,
22. 8. 2024 12:15:00,72.9000,291.6000,2,
22. 8. 2024 12:30:00,74.0250,296.1000,2,
22. 8. 2024 12:45:00,74.6750,298.7000,2,
22. 8. 2024 13:00:00,71.8000,287.2000,2,
22. 8. 2024 13:15:00,73.1000,292.4000,2,
22. 8. 2024 13:30:00,74.9000,299.6000,2,
22. 8. 2024 13:45:00,72.5000,290.0000,2,
22. 8. 2024 14:00:00,72.3250,289.3000,2,
22. 8. 2024 14:15:00,73.1250,292.5000,3,
22. 8. 2024 14:30:00,74.1750,296.7000,3,
22. 8. 2024 14:45:00,71.9750,287.9000,3,
22. 8. 2024 15:00:00,73.6250,294.5000,3,
22. 8. 2024 15:15:00,72.5500,290.2000,3,
22. 8. 2024 15:30:00,72.8500,291.4000,3,
22. 8. 2024 15:45:00,70.3750,281.5000,3,
22. 8. 2024 16:00:00,71.1500,284.6000,3,
22. 8. 2024 16:15:00,72.7750,291.1000,2,
22. 8. 2024 16:30:00,70.8500,283.4000,2,
22. 8. 2024 16:45:00,70.1000,280.4000,2,
22. 8. 2024 17:00:00,70.0250,280.1000,2,
22. 8. 2024 17:15:00,69.2750,277.1000,2,
22. 8. 2024 17:30:00,70.5250,282.1000,2,
22. 8. 2024 17:45:00,70.1000,280.4000,2,
22. 8. 2024 18:00:00,70.6500,282.6000,2,
22. 8. 2024 18:15:00,69.8500,279.4000,2,
22. 8. 2024 18:30:00,69.7000,278.8000,2,
22. 8. 2024 18:45:00,68.5500,274.2000,2,
22. 8. 2024 19:00:00,67.0250,268.1000,2,
22. 8. 2024 19:15:00,66.0000,264.0000,2,
22. 8. 2024 19:30:00,66.1750,264.7000,2,
22. 8. 2024 19:45:00,60.9250,243.7000,2,
22. 8. 2024 20:00:00,59.5000,238.0000,2,
22. 8. 2024 20:15:00,59.4000,237.6000,3,
22. 8. 2024 20:30:00,57.2750,229.1000,3,
22. 8. 2024 20:45:00,39.8750,159.5000,3,
22. 8. 2024 21:00:00,39.8500,159.4000,3,
22. 8. 2024 21:15:00,40.4000,161.6000,3,
22. 8. 2024 21:30:00,39.8000,159.2000,3,
22. 8. 2024 21:45:00,29.0250,116.1000,3,
22. 8. 2024 22:00:00,28.8750,115.5000,3,
22. 8. 2024 22:15:00,28.9250,115.7000,4,
22. 8. 2024 22:30:00,28.8500,115.4000,4,
22. 8. 2024 22:45:00,27.8000,111.2000,4,
22. 8. 2024 23:00:00,27.5750,110.3000,4,
22. 8. 2024 23:15:00,27.9000,111.6000,4,
22. 8. 2024 23:30:00,27.1250,108.5000,4,
22. 8. 2024 23:45:00,27.0750,108.3000,4,
23. 8. 2024 00:00:00,26.9750,107.9000,4,
23. 8. 2024 00:15:00,26.8250,107.3000,4,
23. 8. 2024 00:30:00,26.2250,104.9000,4,
23. 8. 2024 00:45:00,26.2250,104.9000,4,
23. 8. 2024 01:00:00,26.5250,106.1000,4,
23. 8. 2024 01:15:00,26.3000,105.2000,4,
23. 8. 2024 01:30:00,22.0000,88.0000,4,
23. 8. 2024 01:45:00,26.0250,104.1000,4,
23. 8. 2024 02:00:00,26.1750,104.7000,4,
23. 8. 2024 02:15:00,25.8750,103.5000,4,
23. 8. 2024 02:30:00,25.8250,103.3000,4,
23. 8. 2024 02:45:00,25.2000,100.8000,4,
23. 8. 2024 03:00:00,25.0500,100.2000,4,
23. 8. 2024 03:15:00,24.4000,97.6000,4,
23. 8. 2024 03:30:00,23.5000,94.0000,4,
23. 8. 2024 03:45:00,24.2500,97.0000,4,
23. 8. 2024 04:00:00,23.5000,94.0000,4,
23. 8. 2024 04:15:00,19.9250,79.7000,4,
23. 8. 2024 04:30:00,23.3250,93.3000,4,
23. 8. 2024 04:45:00,24.3500,97.4000,4,
23. 8. 2024 05:00:00,23.3250,93.3000,4,
23. 8. 2024 05:15:00,26.6750,106.7000,4,
23. 8. 2024 05:30:00,26.9000,107.6000,4,
23. 8. 2024 05:45:00,27.7750,111.1000,4,
23. 8. 2024 06:00:00,27.5250,110.1000,4,
23. 8. 2024 06:15:00,28.9250,115.7000,3,
23. 8. 2024 06:30:00,29.4250,117.7000,3,
23. 8. 2024 06:45:00,26.5250,106.1000,3,
23. 8. 2024 07:00:00,31.5250,126.1000,3,
23. 8. 2024 07:15:00,46.6250,186.5000,2,
23. 8. 2024 07:30:00,44.8500,179.4000,2,
23. 8. 2024 07:45:00,55.8750,223.5000,2,
23. 8. 2024 08:00:00,45.3000,181.2000,2,
23. 8. 2024 08:15:00,53.5000,214.0000,2,
23. 8. 2024 08:30:00,45.2500,181.0000,2,
23. 8. 2024 08:45:00,64.8250,259.3000,2,
23. 8. 2024 09:00:00,64.9750,259.9000,2,
23. 8. 2024 09:15:00,62.1750,248.7000,2,
23. 8. 2024 09:30:00,73.6250,294.5000,2,
23. 8. 2024 09:45:00,64.7750,259.1000,2,
23. 8. 2024 10:00:00,68.0750,272.3000,2,
23. 8. 2024 10:15:00,69.1000,276.4000,2,
23. 8. 2024 10:30:00,63.1500,252.6000,2,
23. 8. 2024 10:45:00,65.9750,263.9000,2,
23. 8. 2024 11:00:00,66.6750,266.7000,2,
23. 8. 2024 11:15:00,66.9750,267.9000,2,
23. 8. 2024 11:30:00,66.5750,266.3000,2,
23. 8. 2024 11:45:00,66.3250,265.3000,2,
23. 8. 2024 12:00:00,66.4500,265.8000,2,
23. 8. 2024 12:15:00,68.5250,274.1000,2,
